O*NET-SOC Code,creative,problem,logical,business,research,numerical,analytical,verbal,tech,social,career
19-1029.04,4.8,7.75,8.76,5.52,14.0,8.129999999999999,8.0,9.24,8.22,5.24,Biologists
19-1031.00,3.9400000000000004,7.37,7.63,6.32,11.400000000000002,6.24,7.37,7.76,10.3,5.74,Conservation Scientists
19-1031.02,2.94,7.74,7.87,8.78,10.04,6.13,8.0,8.0,11.52,4.84,Range Managers
19-1031.03,7.48,6.37,7.0,6.92,8.48,3.63,6.879999999999999,8.0,8.76,9.74,Park Naturalists
19-1032.00,2.5,8.0,7.880000000000001,7.5600000000000005,8.96,6.5,7.75,7.880000000000001,10.64,4.6,Foresters
19-1041.00,4.38,8.75,9.120000000000001,4.74,14.0,7.87,9.0,9.370000000000001,5.64,8.22,Epidemiologists
19-1042.00,4.84,8.5,8.879999999999999,4.44,14.0,7.74,8.879999999999999,9.25,8.54,6.58,"Medical Scientists, Except Epidemiologists"
19-2011.00,6.559999999999999,7.5,8.870000000000001,3.74,14.0,9.120000000000001,7.62,9.370000000000001,10.14,5.42,Astronomers
19-2012.00,5.5,8.76,9.620000000000001,3.54,14.0,9.75,8.879999999999999,10.129999999999999,9.88,4.24,Physicists
19-2021.00,5.44,7.880000000000001,8.25,5.36,12.52,7.38,7.880000000000001,9.0,9.54,4.98,Atmospheric and Space Scientists
19-2031.00,3.04,7.74,8.879999999999999,3.2,13.420000000000002,8.25,8.0,9.0,11.34,2.28,Chemists
19-2032.00,4.34,8.120000000000001,8.879999999999999,3.7199999999999998,13.18,7.38,8.0,8.75,11.64,2.78,Materials Scientists
19-2041.00,3.74,8.0,8.24,5.12,14.0,7.37,8.74,8.75,9.52,5.5,"Environmental Scientists and Specialists, Including Health"
19-2041.01,6.22,7.87,8.0,9.38,13.46,6.25,7.75,8.5,2.74,6.34,Climate Change Policy Analysts
19-2041.02,4.48,7.880000000000001,8.129999999999999,7.26,12.5,6.630000000000001,7.75,8.129999999999999,10.619999999999997,4.24,Environmental Restoration Planners
19-2041.03,4.28,7.75,8.870000000000001,6.08,14.0,7.38,8.5,8.870000000000001,9.24,3.9000000000000004,Industrial Ecologists
19-2042.00,5.44,8.0,8.379999999999999,3.3,14.0,7.5,8.25,9.0,11.18,4.48,"Geoscientists, Except Hydrologists and Geographers"
19-2043.00,3.26,7.87,8.379999999999999,4.58,12.82,8.129999999999999,8.129999999999999,8.5,11.68,4.28,Hydrologists
19-2099.01,3.8600000000000003,7.87,8.870000000000001,2.88,12.18,7.87,8.120000000000001,8.75,9.72,2.54,Remote Sensing Scientists and Technologists
19-3011.00,4.86,7.87,8.5,7.86,14.0,8.370000000000001,7.62,8.870000000000001,2.7,4.8,Economists
19-3011.01,5.0600000000000005,7.5,7.880000000000001,8.22,14.0,8.75,8.0,8.75,5.48,4.56,Environmental Economists
19-3022.00,4.62,7.76,8.620000000000001,6.04,12.219999999999999,8.620000000000001,7.119999999999999,8.870000000000001,3.3599999999999994,4.68,Survey Researchers
19-3032.00,6.26,8.120000000000001,8.74,9.42,10.68,7.38,8.25,9.129999999999999,2.1,7.98,Industrial-Organizational Psychologists
19-3033.00,6.12,7.5,8.0,5.300000000000001,11.16,4.37,8.629999999999999,9.129999999999999,2.1,13.14,Clinical and Counseling Psychologists
19-3034.00,6.62,7.75,8.24,5.64,10.0,5.13,8.25,9.0,2.0,13.54,School Psychologists
19-3039.02,6.559999999999999,8.74,9.129999999999999,3.38,14.0,6.38,9.120000000000001,9.879999999999999,5.26,10.58,Neuropsychologists
19-3039.03,4.8,8.120000000000001,8.879999999999999,4.14,14.0,5.5,9.25,8.870000000000001,5.64,11.38,Clinical Neuropsychologists
19-3041.00,7.98,7.5,8.120000000000001,6.16,13.0,6.26,7.119999999999999,8.75,3.12,8.72,Sociologists
19-3051.00,6.12,7.87,8.0,8.92,10.619999999999997,6.5,8.120000000000001,8.379999999999999,6.44,6.06,Urban and Regional Planners
19-3091.00,8.42,7.63,8.74,3.26,13.68,5.75,6.879999999999999,9.120000000000001,7.98,7.34,Anthropologists and Archeologists
19-3092.00,7.38,7.119999999999999,8.120000000000001,4.2,13.48,6.12,7.37,8.870000000000001,10.22,5.44,Geographers
19-3093.00,7.4,6.630000000000001,7.63,4.7,10.64,3.25,6.62,9.629999999999999,4.78,6.44,Historians
19-3094.00,7.74,7.37,7.75,7.22,13.420000000000002,6.12,7.37,9.129999999999999,2.0,6.84,Political Scientists
19-3099.01,4.02,8.120000000000001,8.379999999999999,6.28,11.2,7.5,8.0,8.25,7.18,3.5199999999999996,Transportation Planners
19-4012.00,2.0,5.88,6.76,3.9800000000000004,9.14,5.88,7.37,6.879999999999999,13.64,2.92,Agricultural Technicians
19-4012.01,2.46,6.630000000000001,8.0,4.22,10.8,6.5,7.13,7.880000000000001,12.92,2.78,Precision Agriculture Technicians
19-4013.00,2.66,6.12,7.119999999999999,3.92,9.02,5.869999999999999,6.62,7.63,11.14,3.46,Food Science Technicians
19-4021.00,2.4,6.75,7.62,2.62,10.72,6.62,7.5,8.620000000000001,11.2,3.9400000000000004,Biological Technicians
19-4031.00,3.02,6.24,7.62,2.26,11.6,6.12,7.75,8.120000000000001,10.9,3.2799999999999994,Chemical Technicians
19-4042.00,2.46,6.75,7.880000000000001,2.7,11.2,6.24,7.62,8.120000000000001,11.66,3.8600000000000003,"Environmental Science and Protection Technicians, Including Health"
19-4043.00,2.56,6.37,6.630000000000001,2.22,10.36,5.75,6.25,7.75,11.2,2.92,"Geological Technicians, Except Hydrologic Technicians"
19-4044.00,2.0,0.0,0.0,2.94,9.84,0.0,0.0,0.0,10.96,3.3599999999999994,Hydrologic Technicians
19-4051.00,2.0,6.37,7.119999999999999,4.52,9.14,5.75,7.75,7.24,11.5,3.66,Nuclear Technicians
19-4051.02,2.0,6.24,8.0,3.06,8.86,6.24,8.370000000000001,7.75,12.2,3.8,Nuclear Monitoring Technicians
19-4061.00,3.7800000000000002,6.5,7.25,4.54,12.16,7.0,6.62,8.75,4.76,5.34,Social Science Research Assistants
19-4071.00,2.0,6.0,7.37,4.94,8.74,5.5,7.5,7.13,13.06,5.620000000000001,Forest and Conservation Technicians
19-4092.00,3.54,7.24,8.129999999999999,3.18,11.880000000000003,5.629999999999999,7.76,8.120000000000001,10.36,3.0,Forensic Science Technicians
19-4099.01,2.0,6.630000000000001,7.62,5.2,9.76,6.25,7.37,7.63,8.22,2.42,Quality Control Analysts
19-4099.03,4.28,6.630000000000001,7.63,3.42,9.2,7.38,7.5,7.62,10.2,3.02,Remote Sensing Technicians
19-5011.00,2.56,7.37,8.120000000000001,6.4,9.96,6.25,8.879999999999999,8.0,8.9,6.9,Occupational Health and Safety Specialists
19-5012.00,2.0,6.5,7.880000000000001,5.28,9.76,5.5,8.0,7.76,10.7,5.74,Occupational Health and Safety Technicians
21-1011.00,5.18,7.0,8.0,5.42,7.62,4.0,8.370000000000001,8.25,3.18,13.32,Substance Abuse and Behavioral Disorder Counselors
21-1012.00,6.26,7.5,8.0,7.84,6.6,4.37,8.0,8.129999999999999,2.0,14.0,"Educational, Guidance, and Career Counselors and Advisors"
21-1013.00,7.16,8.120000000000001,8.120000000000001,3.5599999999999996,10.64,3.63,8.5,8.25,2.98,12.44,Marriage and Family Therapists
21-1014.00,6.12,7.75,9.0,5.92,8.84,4.0,9.25,8.870000000000001,2.62,13.580000000000002,Mental Health Counselors
21-1015.00,5.96,6.74,7.880000000000001,7.119999999999999,6.54,4.0,8.0,7.75,2.46,13.599999999999998,Rehabilitation Counselors
21-1021.00,5.8,7.38,7.76,5.88,6.639999999999999,3.88,8.629999999999999,8.120000000000001,3.3999999999999995,13.7,"Child, Family, and School Social Workers"
21-1022.00,4.68,7.76,8.120000000000001,5.1,8.48,4.0,8.379999999999999,8.25,3.92,13.84,Healthcare Social Workers
21-1023.00,5.56,7.880000000000001,8.379999999999999,4.92,8.16,4.0,9.0,8.120000000000001,3.42,13.94,Mental Health and Substance Abuse Social Workers
21-1091.00,5.08,6.12,7.5,6.42,10.58,4.37,7.13,7.75,3.3199999999999994,12.3,Health Education Specialists
21-1092.00,4.3,7.13,8.0,7.84,6.879999999999999,3.13,8.0,8.0,4.7,11.12,Probation Officers and Correctional Treatment Specialists
21-1093.00,3.9000000000000004,6.37,7.880000000000001,7.22,5.6,4.0,7.76,7.75,2.56,12.18,Social and Human Service Assistants
21-1094.00,4.44,7.0,7.37,7.06,6.98,4.37,7.5,7.880000000000001,4.0,13.16,Community Health Workers
21-2011.00,6.879999999999999,7.37,8.0,8.34,4.22,4.0,8.379999999999999,8.629999999999999,4.2,11.82,Clergy
21-2021.00,6.76,7.25,7.5,12.32,5.42,4.62,7.5,7.880000000000001,2.0,14.0,"Directors, Religious Activities and Education"
23-1011.00,4.8,8.370000000000001,8.620000000000001,11.02,8.76,4.12,8.0,9.379999999999999,2.24,6.959999999999999,Lawyers
23-1012.00,4.14,7.119999999999999,7.75,9.02,8.02,3.63,7.5,9.379999999999999,3.2,6.76,Judicial Law Clerks
23-1021.00,3.46,7.880000000000001,8.870000000000001,10.22,8.02,4.5,8.0,9.0,2.0,6.1,"Administrative Law Judges, Adjudicators, and Hearing Officers"
23-1022.00,4.5,7.5,8.120000000000001,9.26,7.22,4.24,7.63,8.5,2.24,8.48,"Arbitrators, Mediators, and Conciliators"
23-1023.00,4.38,9.120000000000001,9.620000000000001,10.54,7.62,4.24,8.0,9.0,4.66,7.92,"Judges, Magistrate Judges, and Magistrates"
23-2011.00,4.48,6.0,6.25,7.84,10.08,3.75,6.5,7.880000000000001,3.4799999999999995,6.24,Paralegals and Legal Assistants
23-2093.00,2.22,6.12,6.879999999999999,6.879999999999999,5.26,4.5,6.13,8.0,4.88,4.68,"Title Examiners, Abstractors, and Searchers"
25-1011.00,6.4,7.25,8.129999999999999,7.66,9.7,6.25,6.630000000000001,9.0,4.0,12.86,"Business Teachers, Postsecondary"
25-1021.00,6.639999999999999,7.75,7.76,4.52,11.38,6.62,7.0,9.0,6.18,11.76,"Computer Science Teachers, Postsecondary"
25-1022.00,6.4,7.24,8.120000000000001,3.88,11.720000000000002,9.129999999999999,6.37,8.879999999999999,5.620000000000001,12.379999999999999,"Mathematical Science Teachers, Postsecondary"
25-1031.00,8.96,7.87,8.120000000000001,4.92,10.26,6.630000000000001,7.74,9.120000000000001,6.86,13.54,"Architecture Teachers, Postsecondary"
25-1032.00,6.32,6.630000000000001,8.129999999999999,4.02,10.779999999999998,8.379999999999999,7.13,8.879999999999999,9.68,11.54,"Engineering Teachers, Postsecondary"
25-1041.00,5.84,7.5,8.25,5.220000000000001,10.72,6.25,7.5,9.120000000000001,7.94,12.48,"Agricultural Sciences Teachers, Postsecondary"
25-1042.00,6.6,7.37,8.120000000000001,4.08,11.76,6.37,6.870000000000001,9.120000000000001,7.92,12.5,"Biological Science Teachers, Postsecondary"
25-1043.00,6.3,7.880000000000001,7.87,4.84,11.82,6.12,7.37,9.120000000000001,7.94,12.940000000000001,"Forestry and Conservation Science Teachers, Postsecondary"
25-1051.00,6.28,7.63,8.25,4.74,11.22,7.38,7.74,9.120000000000001,8.0,13.02,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
25-1052.00,5.9,7.880000000000001,8.5,4.18,11.64,7.0,7.63,9.120000000000001,8.1,11.419999999999998,"Chemistry Teachers, Postsecondary"
25-1053.00,6.74,7.63,8.120000000000001,4.98,12.68,6.25,6.76,9.120000000000001,7.42,12.5,"Environmental Science Teachers, Postsecondary"
25-1054.00,6.559999999999999,7.62,8.26,4.7,11.96,7.62,7.5,9.120000000000001,7.54,12.12,"Physics Teachers, Postsecondary"
25-1061.00,7.14,7.37,7.87,4.94,11.92,5.620000000000001,7.0,9.75,6.92,13.5,"Anthropology and Archeology Teachers, Postsecondary"
25-1062.00,7.68,7.5,7.37,6.0,10.619999999999997,4.12,6.37,9.129999999999999,6.1,13.84,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
25-1063.00,6.04,6.870000000000001,8.0,6.719999999999999,11.12,7.0,7.26,8.379999999999999,5.460000000000001,12.42,"Economics Teachers, Postsecondary"
25-1064.00,7.38,7.63,7.63,5.220000000000001,11.3,5.75,6.75,8.75,6.48,13.52,"Geography Teachers, Postsecondary"
25-1065.00,7.4399999999999995,7.75,7.13,6.5,10.939999999999998,4.12,6.37,9.0,3.9000000000000004,13.740000000000002,"Political Science Teachers, Postsecondary"
25-1066.00,7.720000000000001,7.63,8.0,4.64,11.18,6.25,7.0,9.120000000000001,4.26,14.0,"Psychology Teachers, Postsecondary"
25-1067.00,7.16,6.870000000000001,8.0,5.0600000000000005,11.419999999999998,5.37,6.5,8.879999999999999,5.140000000000001,13.4,"Sociology Teachers, Postsecondary"
25-1071.00,6.0,7.75,7.76,3.9800000000000004,10.86,6.0,7.0,9.120000000000001,6.54,14.0,"Health Specialties Teachers, Postsecondary"
25-1072.00,6.58,7.62,7.880000000000001,4.26,9.82,5.76,7.87,9.0,5.88,14.0,"Nursing Instructors and Teachers, Postsecondary"
25-1081.00,6.94,7.75,8.129999999999999,5.36,9.54,4.37,7.63,9.129999999999999,5.34,14.0,"Education Teachers, Postsecondary"
25-1082.00,6.54,7.37,8.0,4.32,10.88,4.5,7.0,9.120000000000001,5.860000000000001,12.54,"Library Science Teachers, Postsecondary"
25-1111.00,6.66,6.870000000000001,7.63,6.74,9.76,4.0,7.25,8.879999999999999,4.8,13.7,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
25-1112.00,6.78,7.25,8.879999999999999,6.98,10.7,4.25,6.870000000000001,9.370000000000001,4.82,12.92,"Law Teachers, Postsecondary"
25-1113.00,7.720000000000001,7.63,8.25,5.700000000000001,10.06,5.24,7.25,8.879999999999999,4.4,14.0,"Social Work Teachers, Postsecondary"
25-1121.00,11.46,6.76,7.38,4.24,8.28,4.12,6.5,8.620000000000001,6.06,13.98,"Art, Drama, and Music Teachers, Postsecondary"
25-1122.00,7.640000000000001,7.119999999999999,7.75,6.26,9.24,4.87,6.74,8.870000000000001,4.36,13.900000000000002,"Communications Teachers, Postsecondary"
25-1123.00,8.38,6.75,7.76,4.86,9.56,3.88,7.0,9.75,4.56,14.0,"English Language and Literature Teachers, Postsecondary"
25-1124.00,8.12,7.119999999999999,7.0,5.04,9.04,3.62,6.630000000000001,8.879999999999999,4.22,14.0,"Foreign Language and Literature Teachers, Postsecondary"
25-1125.00,7.9,7.13,7.76,5.2,10.82,4.0,6.5,9.0,5.620000000000001,13.900000000000002,"History Teachers, Postsecondary"
25-1126.00,7.52,7.25,8.0,5.540000000000001,10.280000000000001,4.12,6.5,9.129999999999999,4.92,14.0,"Philosophy and Religion Teachers, Postsecondary"
25-1192.00,6.959999999999999,6.37,7.62,5.58,9.7,5.5,6.630000000000001,8.620000000000001,5.860000000000001,14.0,"Family and Consumer Sciences Teachers, Postsecondary"
25-1193.00,6.719999999999999,7.0,7.63,5.1,9.38,4.74,6.24,8.25,6.38,14.0,"Recreation and Fitness Studies Teachers, Postsecondary"
25-1194.00,6.3,6.37,7.37,4.22,8.3,4.5,7.0,7.76,7.5,13.22,"Career/Technical Education Teachers, Postsecondary"
25-2011.00,7.960000000000001,6.0,6.5,4.98,5.52,3.88,7.5,7.0,5.88,14.0,"Preschool Teachers, Except Special Education"
25-2012.00,7.98,6.5,7.0,4.96,6.22,4.5,7.5,7.63,5.36,14.0,"Kindergarten Teachers, Except Special Education"
25-2021.00,7.74,6.24,7.76,5.140000000000001,6.7,5.629999999999999,8.0,7.76,5.28,14.0,"Elementary School Teachers, Except Special Education"
25-2022.00,8.2,6.870000000000001,7.5,5.32,6.62,5.76,7.63,7.880000000000001,5.18,14.0,"Middle School Teachers, Except Special and Career/Technical Education"
25-2023.00,6.76,6.25,7.76,4.54,6.62,4.88,7.75,8.120000000000001,6.559999999999999,14.0,"Career/Technical Education Teachers, Middle School"
25-2031.00,7.54,6.5,7.880000000000001,5.8,6.38,5.75,7.75,8.0,5.460000000000001,14.0,"Secondary School Teachers, Except Special and Career/Technical Education"
25-2032.00,6.92,7.25,8.129999999999999,5.04,6.76,6.12,8.0,8.24,5.72,14.0,"Career/Technical Education Teachers, Secondary School"
25-2051.00,7.960000000000001,6.630000000000001,8.0,3.3999999999999995,6.98,4.37,8.25,8.0,5.4,14.0,"Special Education Teachers, Preschool"
25-2055.00,7.3,0.0,0.0,3.46,7.6,0.0,0.0,0.0,5.1,14.0,"Special Education Teachers, Kindergarten"
25-2056.00,7.3,6.879999999999999,8.120000000000001,3.54,7.880000000000001,5.24,8.120000000000001,8.120000000000001,4.54,14.0,"Special Education Teachers, Elementary School"
25-2057.00,7.92,6.870000000000001,7.76,3.5999999999999996,7.84,5.24,7.880000000000001,7.880000000000001,4.64,14.0,"Special Education Teachers, Middle School"
25-2058.00,7.52,7.0,7.76,3.8600000000000003,7.62,5.12,7.880000000000001,8.0,4.78,14.0,"Special Education Teachers, Secondary School"
25-2059.01,4.92,6.630000000000001,7.76,3.76,7.3,4.0,7.76,7.880000000000001,8.24,14.0,Adapted Physical Education Specialists
25-3011.00,7.82,6.12,7.119999999999999,5.700000000000001,6.28,5.12,7.0,7.63,4.64,14.0,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
25-3021.00,8.36,5.76,6.24,6.4,5.940000000000001,3.62,6.12,6.870000000000001,5.02,14.0,Self-Enrichment Teachers
25-3031.00,6.86,5.629999999999999,6.630000000000001,4.9,5.04,3.38,6.5,7.37,4.38,13.46,"Substitute Teachers, Short-Term"
25-3041.00,6.14,6.74,6.5,3.4799999999999995,5.700000000000001,5.380000000000001,7.0,8.120000000000001,4.56,13.5,Tutors
25-4011.00,5.780000000000001,6.37,7.37,3.66,9.44,4.0,6.12,8.24,5.76,5.92,Archivists
25-4012.00,5.96,7.24,8.26,7.68,6.86,5.88,7.74,8.620000000000001,4.94,7.640000000000001,Curators
25-4013.00,6.28,6.12,6.870000000000001,3.02,6.42,4.75,6.62,7.74,11.34,5.28,Museum Technicians and Conservators
25-4022.00,5.300000000000001,5.620000000000001,6.5,5.5,7.26,3.75,6.12,7.880000000000001,4.64,8.08,Librarians and Media Collections Specialists
25-4031.00,3.18,4.5,6.0,3.76,5.4,4.12,5.88,7.26,6.16,8.14,Library Technicians
25-9021.00,4.62,7.75,8.25,6.98,8.56,6.5,7.880000000000001,8.75,7.92,9.66,Farm and Home Management Educators
25-9031.00,7.119999999999999,7.76,8.0,8.52,8.08,5.629999999999999,8.0,8.620000000000001,3.24,12.32,Instructional Coordinators
25-9042.00,5.56,6.12,6.76,5.96,4.6,5.0,7.0,7.24,5.1,13.04,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
25-9043.00,6.68,5.25,6.5,4.28,6.58,3.13,7.25,7.119999999999999,3.96,14.0,"Teaching Assistants, Special Education"
25-9044.00,4.02,6.24,6.870000000000001,5.58,6.26,4.25,6.24,8.129999999999999,4.3,13.06,"Teaching Assistants, Postsecondary"
27-1011.00,14.0,7.37,7.62,10.48,5.380000000000001,4.87,7.5,7.5,5.9,5.76,Art Directors
27-1012.00,11.86,5.5,6.0,5.72,3.7,4.24,5.88,6.0,11.78,3.3599999999999994,Craft Artists
27-1013.00,14.0,5.76,6.0,4.74,5.36,3.5,6.0,6.12,8.1,4.56,"Fine Artists, Including Painters, Sculptors, and Illustrators"
27-1014.00,14.0,6.25,7.37,5.24,5.540000000000001,4.5,7.119999999999999,7.75,7.42,4.36,Special Effects Artists and Animators
27-1021.00,11.080000000000002,7.63,8.370000000000001,7.4,8.12,6.25,7.5,8.0,9.24,3.6799999999999997,Commercial and Industrial Designers
27-1022.00,14.0,6.870000000000001,7.37,7.92,4.34,4.37,6.74,7.37,8.68,4.7,Fashion Designers
27-1023.00,8.9,5.37,6.24,7.48,3.2799999999999994,4.37,5.629999999999999,5.88,10.14,4.9,Floral Designers
27-1024.00,14.0,6.24,6.630000000000001,6.86,5.72,4.12,6.5,6.870000000000001,6.76,4.32,Graphic Designers
27-1025.00,11.12,7.37,7.37,7.4,6.14,6.12,7.63,8.0,8.24,5.36,Interior Designers
27-1026.00,9.4,5.76,6.37,8.56,3.02,3.38,6.12,6.12,8.9,4.38,Merchandise Displayers and Window Trimmers
27-1027.00,13.38,7.26,7.37,7.86,5.5,6.38,7.76,7.880000000000001,7.4,6.08,Set and Exhibit Designers
27-2011.00,14.0,5.5,5.88,8.0,4.32,1.0,6.24,7.76,4.58,8.16,Actors
27-2012.00,12.28,6.879999999999999,8.5,11.560000000000002,4.48,5.12,8.0,8.0,4.26,6.24,Producers and Directors
27-2012.03,8.18,7.75,7.63,13.100000000000001,4.5,4.12,8.120000000000001,8.120000000000001,2.86,7.359999999999999,Media Programming Directors
27-2012.04,11.38,6.5,7.37,11.86,2.84,3.88,6.75,7.880000000000001,2.44,8.54,Talent Directors
27-2012.05,6.879999999999999,7.119999999999999,8.0,10.36,5.56,4.37,8.0,7.62,7.92,5.220000000000001,Media Technical Directors/Managers
27-2021.00,4.28,5.88,6.38,9.06,2.8,3.62,6.879999999999999,6.12,10.36,8.6,Athletes and Sports Competitors
27-2022.00,4.86,7.76,7.87,10.3,4.3,4.12,7.75,8.0,8.5,10.619999999999997,Coaches and Scouts
27-2023.00,2.3,5.75,6.5,11.54,3.2,4.62,7.37,6.12,8.6,6.879999999999999,"Umpires, Referees, and Other Sports Officials"
27-2031.00,12.780000000000001,4.62,5.37,6.36,2.86,1.7599999999999998,5.75,5.629999999999999,9.66,7.3,Dancers
27-2032.00,14.0,6.0,7.24,7.54,4.44,2.5,7.37,6.879999999999999,7.26,7.92,Choreographers
27-2041.00,14.0,6.24,7.62,9.64,4.56,3.74,6.76,7.0,4.14,6.08,Music Directors and Composers
27-2042.00,13.32,5.0,5.629999999999999,6.84,3.06,3.13,5.88,6.0,5.74,6.82,Musicians and Singers
27-2091.00,9.64,0.0,0.0,7.1,3.1,0.0,0.0,0.0,6.0,5.860000000000001,"Disc Jockeys, Except Radio"
27-3011.00,11.36,6.0,6.870000000000001,8.76,4.02,2.63,6.24,7.880000000000001,3.3199999999999994,7.08,Broadcast Announcers and Radio Disc Jockeys
27-3023.00,10.18,6.37,6.870000000000001,7.9,8.32,3.5,6.879999999999999,7.62,2.94,5.6,"News Analysts, Reporters, and Journalists"
27-3031.00,9.36,6.879999999999999,7.880000000000001,11.64,5.44,4.0,8.0,8.0,2.0,7.880000000000001,Public Relations Specialists
27-3041.00,10.779999999999998,6.24,7.25,8.26,5.8,4.5,6.76,10.0,2.06,5.12,Editors
27-3042.00,8.46,5.75,7.75,3.9400000000000004,7.38,2.24,6.5,9.0,5.56,4.02,Technical Writers
27-3043.00,13.36,6.0,6.5,9.5,6.5,1.75,6.38,8.24,2.0,5.72,Writers and Authors
27-3043.05,14.0,6.37,6.62,6.34,7.16,2.5,6.38,9.0,2.34,5.66,"Poets, Lyricists and Creative Writers"
27-3091.00,8.56,6.0,6.24,3.8,6.38,3.25,7.24,7.880000000000001,3.7800000000000002,6.959999999999999,Interpreters and Translators
27-3092.00,5.84,4.12,5.76,5.28,4.26,2.24,5.5,6.74,4.42,5.8,Court Reporters and Simultaneous Captioners
27-4011.00,6.48,6.25,6.76,3.74,5.48,4.0,7.5,7.119999999999999,10.4,3.9400000000000004,Audio and Video Technicians
27-4012.00,5.64,6.5,6.870000000000001,5.0,5.98,5.629999999999999,7.37,6.74,9.6,4.26,Broadcast Technicians
27-4014.00,8.9,6.5,6.879999999999999,4.32,5.36,4.0,6.37,6.870000000000001,10.280000000000001,3.38,Sound Engineering Technicians
27-4015.00,4.76,0.0,0.0,3.9000000000000004,4.04,0.0,0.0,0.0,13.98,2.48,Lighting Technicians
27-4021.00,10.56,6.12,6.870000000000001,4.56,4.36,3.75,6.879999999999999,6.24,11.080000000000002,3.88,Photographers
27-4031.00,10.08,6.12,6.62,4.56,4.0,3.88,6.870000000000001,6.5,9.78,3.5999999999999996,"Camera Operators, Television, Video, and Film"
27-4032.00,11.22,6.37,6.879999999999999,6.16,3.8200000000000003,3.63,6.630000000000001,7.13,6.28,3.92,Film and Video Editors
29-1011.00,2.68,7.24,8.379999999999999,4.26,9.54,4.88,8.75,8.379999999999999,11.06,11.12,Chiropractors
29-1021.00,2.34,8.120000000000001,9.0,4.0,10.96,5.75,9.370000000000001,9.0,10.46,8.82,"Dentists, General"
29-1022.00,2.34,8.5,8.879999999999999,4.34,11.68,5.37,9.25,9.25,11.5,8.94,Oral and Maxillofacial Surgeons
29-1023.00,3.14,8.0,8.0,2.9,11.44,4.74,9.0,8.0,11.2,8.02,Orthodontists
29-1024.00,3.5599999999999996,7.63,8.0,2.86,11.080000000000002,4.62,8.24,7.5,12.34,9.18,Prosthodontists
29-1031.00,4.8,8.0,8.120000000000001,6.84,9.6,6.0,8.0,8.879999999999999,6.06,11.0,Dietitians and Nutritionists
29-1041.00,3.2,7.26,8.75,4.54,11.560000000000002,6.0,9.120000000000001,9.0,9.6,10.04,Optometrists
29-1051.00,2.96,7.119999999999999,8.129999999999999,5.24,11.34,6.5,8.620000000000001,8.75,5.64,9.76,Pharmacists
29-1071.00,2.32,7.880000000000001,8.5,3.96,9.88,6.0,8.870000000000001,8.870000000000001,8.0,11.78,Physician Assistants
29-1071.01,2.0,6.5,7.76,3.7800000000000002,9.24,5.76,8.24,8.0,8.8,9.8,Anesthesiologist Assistants
29-1081.00,3.4399999999999995,7.87,9.0,4.28,11.54,5.88,9.5,9.25,10.58,9.88,Podiatrists
29-1122.00,6.14,7.0,8.0,3.66,8.46,4.0,8.0,8.0,7.14,12.16,Occupational Therapists
29-1122.01,6.4,7.0,7.5,4.24,7.78,4.0,8.120000000000001,7.880000000000001,7.86,13.04,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
29-1123.00,4.34,6.76,8.0,4.98,9.74,4.74,8.0,8.379999999999999,8.66,11.82,Physical Therapists
29-1124.00,2.48,6.12,7.38,3.4399999999999995,9.28,5.629999999999999,7.76,7.63,9.92,9.54,Radiation Therapists
29-1125.00,5.74,7.0,7.880000000000001,5.02,8.64,4.0,7.880000000000001,7.880000000000001,7.38,13.64,Recreational Therapists
29-1126.00,2.0,6.5,7.63,3.3599999999999994,9.46,5.629999999999999,8.0,7.62,10.06,9.76,Respiratory Therapists
29-1127.00,6.0,7.76,8.120000000000001,2.88,11.14,4.38,8.25,9.120000000000001,5.24,12.18,Speech-Language Pathologists
29-1128.00,2.98,7.119999999999999,8.0,5.98,9.84,5.88,8.24,8.5,10.52,9.48,Exercise Physiologists
29-1129.01,10.98,7.13,7.880000000000001,4.64,7.34,4.24,8.0,7.880000000000001,5.98,11.28,Art Therapists
29-1129.02,9.52,6.630000000000001,7.880000000000001,5.02,8.36,3.62,8.120000000000001,8.0,4.72,10.46,Music Therapists
29-1131.00,2.0,7.63,8.25,3.3999999999999995,11.96,6.24,9.120000000000001,9.0,11.96,6.9,Veterinarians
29-1141.00,2.68,6.879999999999999,8.120000000000001,4.76,9.42,6.0,9.120000000000001,8.129999999999999,6.92,11.14,Registered Nurses
29-1141.01,3.5,7.5,8.24,3.5199999999999996,11.32,6.0,9.129999999999999,9.0,7.4,11.6,Acute Care Nurses
29-1141.02,5.64,7.38,8.24,4.08,11.8,5.37,9.620000000000001,8.25,5.18,12.14,Advanced Practice Psychiatric Nurses
29-1141.03,3.3999999999999995,7.26,8.120000000000001,4.4,10.04,5.76,9.120000000000001,8.0,7.82,11.12,Critical Care Nurses
29-1141.04,3.62,8.0,8.25,7.38,9.72,5.5,8.25,8.379999999999999,4.68,12.46,Clinical Nurse Specialists
29-1151.00,2.0,8.25,8.120000000000001,3.92,10.120000000000001,6.5,9.75,8.370000000000001,9.56,10.7,Nurse Anesthetists
